Order ID,Date,Sales Person,Country,Region,Product,Sales Channel,Boxes Shipped,Unit Price ($),Amount ($)
ORD-10205,2022-06-02,Ava Sharma,Australia,OCEANIA,,RETAIL,221,31.98,7066.65
ORD-10231,2022-04-28,  Isabella Roy  ,India,Asia,Niacinamide Toner,Retail,410,17.04,6985.76
ORD-10191,2022-01-06,Sophia Nair,USA,North America,Niacinamide Toner,wholesale,236,46.21,10904.55
ORD-10458,2022-06-30,Sophia Nair,USA,North America,Face Sheet Masks,,440,42.05,18500.07
ORD-10206,2022-04-01,OLIVIA D'SOUZA,New Zealand,OCEANIA,body butter cream,Retail,427,27.01,11533.13
ORD-10261,2022-03-15,Ethan Reddy,India,Asia,HAIR REPAIR OIL,retail,66,43.68,2883.0
ORD-10171,2022-04-17,liam patel,USA,North America,anti-aging serum,DISTRIBUTOR,482,43.35,20895.19
ORD-10433,2022-06-24,Ethan Reddy,USA,North America,lip balm pack,Online,215,30.57,6571.56
ORD-10383,2022-05-29,Ananya Gupta,USA,North America,salicylic acid cleanser,Wholesale,272,24.25,6595.83
ORD-10057,2022-04-28,ananya gupta,INDIA,Asia,Salicylic Acid Cleanser,Wholesale,213,28.83,6141.45
ORD-10149,2022-02-24,ethan reddy,India,Asia,VITAMIN C CREAM,distributor,37,19.32,715.01
ORD-10242,2022-04-15,Ethan Reddy,Australia,oceania,HAIR REPAIR OIL,Distributor,481,49.85,0.0
ORD-10088,2022-01-18,,United Kingdom,Europe,Hydrating Face Serum,ONLINE,465,30.38,14127.27
ORD-10248,2022-04-11,Sophia Nair,Australia,OCEANIA,Vitamin C Cream,RETAIL,254,22.83,5797.63
ORD-10091,2022-02-17,,New Zealand,oceania,,Retail,118,32.31,3812.92
ORD-10098,2022-06-08,Isabella Roy,Canada,North America,BODY BUTTER CREAM,,234,45.5,10647.12
ORD-10117,2022-05-23,NOAH MEHTA,UK,Europe,Lip Balm Pack,RETAIL,29,29.72,861.89
ORD-90001,2022-01-19,Isabella Roy,Australia,Oceania,Anti-Aging Serum,  Retail  ,232,13.97,3241.7
ORD-10415,2022-07-06,Ava Sharma,India,asia,under eye cream,Distributor,420,46.83,19667.38
ORD-10410,2022-06-27,Lucas Verma,Australia,Oceania,BODY BUTTER CREAM,ONLINE,407,26.34,10719.97
ORD-10214,"July 06, 2022",Mason Kapoor,AUSTRALIA,  Oceania  ,Lip Balm Pack,Distributor,186,24.42,4542.86
ORD-10393,2022-04-17,Olivia D'Souza,New Zealand,Oceania,rose water toner,Online,274,30.6,8383.9
ORD-10289,2022-05-21,Olivia D'Souza,AUSTRALIA,oceania,LIP BALM PACK,WHOLESALE,,16.4,3525.11
ORD-10405,2022-05-21,Ethan Reddy,NEW ZEALAND,oceania,Tea Tree Moisturizer,Retail,164,25.71,4215.68
ORD-10493,2022-02-17,Liam Patel,New Zealand,Oceania,hydrating face serum,Retail,317,22.51,7136.81
ORD-10338,2022-07-25,Olivia D'Souza,Australia,Oceania,Aloe Vera Gel,Retail,225,49.32,11098.01
ORD-10311,2022-05-09,SOPHIA NAIR,,OCEANIA,SPF 50 Sunscreen,wholesale,299,44.98,13449.54
ORD-10226,2022-07-30,Liam Patel,Australia,oceania,Face Sheet Masks,  Wholesale  ,101,21.04,2124.81
ORD-10090,2022-03-08,Noah Mehta,USA,North America,FACE SHEET MASKS,Wholesale,13,11.28,146.7
ORD-10333,2022-03-26,,  Australia  ,Oceania,UNDER EYE CREAM,Online,491,15.22,7471.71
ORD-10330,2022-03-26,Lucas Verma,UK,Europe,aloe vera gel,RETAIL,485,41.89,20317.26
ORD-10480,2022-07-30,Noah Mehta,australia,Oceania,tea tree moisturizer,Wholesale,381,45.31,17263.64
ORD-10374,2022-08-17,Liam Patel,UK,europe,Vitamin C Cream,online,386,45.63,17614.9
ORD-10465,2022-05-23,isabella roy,  UK  ,Europe,Charcoal Face Wash,distributor,84,44.61,3747.41
ORD-10015,2022-01-10,ava sharma,Canada,NORTH AMERICA,Salicylic Acid Cleanser,Wholesale,24,18.42,442.07
ORD-10486,2022-06-10,lucas verma,canada,North America,Lip Balm Pack,Online,214,28.41,6080.02
ORD-10336,2022-04-29,Mason Kapoor,USA,North America,Anti-Aging Serum,  Retail  ,181,46.4,8399.02
ORD-10121,06-22-2022,Isabella Roy,Canada,NORTH AMERICA,Salicylic Acid Cleanser,Distributor,22,24.3,534.64
ORD-10043,2022-03-25,ANANYA GUPTA,CANADA,North America,HAIR REPAIR OIL,Retail,150,21.72,3258.73
ORD-10197,2022-04-27,Isabella Roy,australia,Oceania,face sheet masks,  Retail  ,103,,4260.44
ORD-10034,2022-03-18,Noah Mehta,uk,  Europe  ,Face Sheet Masks,DISTRIBUTOR,217,38.39,8330.47
ORD-10481,2022-05-13,ANANYA GUPTA,  New Zealand  ,Oceania,ALOE VERA GEL,Wholesale,320,32.59,10428.25
ORD-10435,2022-05-27,lucas verma,UK,Europe,Lip Balm Pack,Online,85,24.81,2108.65
ORD-10311,2022-05-09,SOPHIA NAIR,,OCEANIA,SPF 50 Sunscreen,wholesale,299,44.98,13449.54
ORD-10339,2022-05-03,LUCAS VERMA,  Australia  ,Oceania,Body Butter Cream,ONLINE,426,46.83,19951.07
ORD-10306,2022-08-11,Isabella Roy,India,Asia,Under Eye Cream,Online,42,41.46,1741.42
ORD-10293,2022-08-05,Lucas Verma,australia,oceania,Charcoal Face Wash,Online,38,37.65,1430.77
ORD-10017,2022-06-02,Ava Sharma,New Zealand,Oceania,Body Butter Cream,RETAIL,25,32.07,801.63
ORD-10159,2022-04-28,Liam Patel,UK,EUROPE,tea tree moisturizer,Distributor,422,38.37,16191.56
ORD-10244,2022-05-31,Noah Mehta,Canada,North America,vitamin c cream,Online,356,20.96,7460.34
ORD-10067,2022-03-02,  Sophia Nair  ,India,asia,Aloe Vera Gel,Wholesale,325,35.25,11456.29
ORD-10453,2022-02-07,Noah Mehta,Canada,North America,Aloe Vera Gel,  Retail  ,420,26.86,11279.43
ORD-10448,2022-08-12,  Olivia D'Souza  ,uk,Europe,Salicylic Acid Cleanser,RETAIL,499,17.26,8614.76
ORD-10120,2022-05-18,mason kapoor,uk,europe,Under Eye Cream,RETAIL,24,31.53,756.72
ORD-10459,2022-04-26,Ava Sharma,CANADA,North America,Hydrating Face Serum,  Wholesale  ,307,33.22,10197.24
ORD-10066,2022-06-18,ISABELLA ROY,Australia,OCEANIA,spf 50 sunscreen,Wholesale,244,13.71,3344.35
ORD-10476,2022-07-09,Ethan Reddy,india ,Asia,Anti-Aging Serum,Retail,484,25.86,12516.29
ORD-10010,"May 16, 2022",noah mehta,India,asia,  Aloe Vera Gel  ,  Wholesale  ,176,31.29,5507.19
ORD-10019,2022-05-29,Sophia Nair,Canada,North America,Vitamin C Cream,Online,417,15.83,6600.15
ORD-10154,2022-08-03,Lucas Verma,Australia,Oceania,charcoal face wash,  Wholesale  ,354,18.98,6717.5
ORD-10304,2022-06-03,Sophia Nair,new zealand,Oceania,Lip Balm Pack,DISTRIBUTOR,477,33.64,16045.86
ORD-10257,2022-08-16,sophia nair,new zealand,Oceania,Aloe Vera Gel,Retail,119,19.63,2336.36
ORD-10378,2022-05-21,AVA SHARMA,UK,europe,under eye cream,Retail,193,42.92,8283.67
ORD-10273,2022-06-07,OLIVIA D'SOUZA,India,  Asia  ,Face Sheet Masks,Distributor,498,25.91,"$12,905.06"
ORD-10134,2022-05-07,  Noah Mehta  ,India,Asia,Hair Repair Oil,Retail,140,36.02,5042.61
ORD-10414,2022-03-07,Lucas Verma,USA,North America,Face Sheet Masks,  Retail  ,354,14.76,5224.38
ORD-10254,2022-04-13,  Olivia D'Souza  ,australia,oceania,Hair Repair Oil,retail,270,12.36,3335.93
ORD-10271,2022-07-13,  Mason Kapoor  ,USA,NORTH AMERICA,VITAMIN C CREAM,Online,190,45.16,8581.27
ORD-10162,2022-08-20,Ethan Reddy,India,ASIA,under eye cream,  Online  ,138,12.76,1761.2
ORD-10287,2022-02-26,ANANYA GUPTA,australia,  Oceania  ,CHARCOAL FACE WASH,Retail,74,46.8,3463.01
ORD-10363,2022-04-02,ISABELLA ROY,  Canada  ,North America,,Retail,422,33.45,14114.16
ORD-10342,2022-07-29,NOAH MEHTA,USA,  North America  ,rose water toner,Distributor,265,29.12,7718.1
ORD-10347,"January 27, 2022",  Lucas Verma  ,Canada,  North America  ,Hair Repair Oil,distributor,451,43.43,19586.58
ORD-10480,2022-07-30,Noah Mehta,australia,Oceania,tea tree moisturizer,Wholesale,381,45.31,17263.64
ORD-10002,2022-01-25,Ethan Reddy,UK,Europe,  Aloe Vera Gel  ,ONLINE,449,36.47,16376.88
ORD-10225,2022-05-26,,New Zealand,Oceania,hair repair oil,RETAIL,16,25.72,411.5
ORD-10208,2022-06-09,SOPHIA NAIR,USA,North America,face sheet masks,online,15,,444.44
ord10118,11/03/2022,AVA SHARMA,australia,Oceania,Vitamin C Cream,Wholesale,360,16.8,6048.32
ORD-10434,"February 12, 2022",  Lucas Verma  ,New Zealand,Oceania,Aloe Vera Gel,distributor,118,46.89,5532.45
ORD-10361,"June 21, 2022",Olivia D'Souza,uk,Europe,rose water toner,Online,482,47.91,23090.87
ORD-10369,2022-07-26,Lucas Verma,USA,North America,spf 50 sunscreen,retail,21,47.84,1004.71
ORD-10265,2022-02-07,ananya gupta,USA,NORTH AMERICA,Hair Repair Oil,Online,30,-5.0,352.92
ORD-10275,2022-05-29,ananya gupta,India,Asia,salicylic acid cleanser,Retail,148,21.06,3116.98
ORD-10071,2022-05-22,ananya gupta,  UK  ,EUROPE,,  Retail  ,107,42.35,-100.0
ORD-10129,2022-06-10,Lucas Verma,New Zealand,Oceania,,Retail,161,19.97,3214.37
ORD-10409,2022-07-24,Ananya Gupta,  India  ,Asia,Anti-Aging Serum,wholesale,124,29.24,3626.23
ORD-10099,06-03-2022,Olivia D'Souza,Australia,Oceania,SPF 50 Sunscreen,Distributor,49,31.94,1564.91
ORD-10373,2022-08-16,Sophia Nair,New Zealand,Oceania,salicylic acid cleanser,Retail,19,41.16,782.09
ORD-10022,2022-07-17,Noah Mehta,Canada,  North America  ,hydrating face serum,wholesale,211,11.23,2369.18
ORD-10194,2022-03-24,Mason Kapoor,Australia,Oceania,Charcoal Face Wash,WHOLESALE,80,49.72,3977.2
ORD-10006,2022-08-27,Ananya Gupta,  UK  ,EUROPE,Lip Balm Pack,Retail,192,13.31,2555.95
ORD-10424,2022-01-26,  Olivia D'Souza  ,New Zealand,Oceania,SPF 50 Sunscreen,,79,12.11,957.07
ORD-10314,2022-07-10,Ananya Gupta,Australia,Oceania,lip balm pack,Online,237,38.34,9085.51
ORD-10136,2022-03-16,Mason Kapoor,USA,NORTH AMERICA,Charcoal Face Wash,Retail,498,27.98,13934.58
ORD-10446,2022-04-24,,NEW ZEALAND,oceania,Salicylic Acid Cleanser,distributor,284,41.46,11775.5
ORD-10385,2022-06-15,Ava Sharma,  UK  ,europe,Vitamin C Cream,  Retail  ,456,36.06,16445.03
ORD-10328,2022-05-24,  Ethan Reddy  ,NEW ZEALAND,Oceania,  Under Eye Cream  ,retail,488,39.19,19125.15
ORD-10199,"March 31, 2022",Ethan Reddy,Australia,Oceania,Body Butter Cream,DISTRIBUTOR,469,39.96,18742.38
ORD-10494,2022-03-10,Mason Kapoor,Australia,Oceania,VITAMIN C CREAM,ONLINE,225,22.34,5026.89
ORD-10204,2022-01-30,Lucas Verma,UK,europe,Under Eye Cream,Retail,152,38.99,5926.16
ORD-10068,2022-04-19,AVA SHARMA,India,Asia,hair repair oil,Retail,434,20.61,8946.01
ORD-10224,2022-02-22,ava sharma,USA,North America,Rose Water Toner,DISTRIBUTOR,486,32.32,15708.48
ORD-10128,2022-07-07,lucas verma,India,Asia,Tea Tree Moisturizer,Retail,425,39.1,16619.54
ORD-10144,2022-07-31,Olivia D'Souza,Australia,  Oceania  ,Aloe Vera Gel,Distributor,152,14.48,2200.4
ORD-10327,2022-03-24,ethan reddy,New Zealand,Oceania,ALOE VERA GEL,online,240,34.13,8190.32
ORD-10140,2022-05-19,Mason Kapoor,Canada,North America,Anti-Aging Serum,Online,,20.56,329.0
ORD-10219,2022-05-15,Sophia Nair,USA,North America,Salicylic Acid Cleanser,Wholesale,144,36.76,5293.89
ORD-10387,2022-07-04,Mason Kapoor,new zealand,Oceania,anti-aging serum,Online,242,34.7,8397.22
ORD-10331,2022-08-07,Mason Kapoor,NEW ZEALAND,  Oceania  ,Rose Water Toner,online,320,30.9,"$9,887.34"
ORD-10158,2022-07-23,OLIVIA D'SOUZA,India,Asia,Hair Repair Oil,DISTRIBUTOR,80,15.32,1225.41
ORD-10095,2022-04-13,Lucas Verma,USA,NORTH AMERICA,Tea Tree Moisturizer,RETAIL,385,43.8,16861.45
ORD-10256,2022-03-05,LIAM PATEL,Australia,Oceania,Charcoal Face Wash,,145,22.91,3321.69
ORD-10482,2022-02-09,Sophia Nair,UK,Europe,Niacinamide Toner,  Retail  ,23,16.67,383.51
ORD-10132,03-15-2022,Isabella Roy,NEW ZEALAND,Oceania,SPF 50 SUNSCREEN,Retail,478,43.22,20659.54
ord10227,2022-01-12,Noah Mehta,  Australia  ,Oceania,Vitamin C Cream,  Online  ,32,30.77,984.79
ORD-10040,2022-03-25,Lucas Verma,  Australia  ,Oceania,Tea Tree Moisturizer,wholesale,246,38.02,9353.99
ORD-10490,2022-02-10,Lucas Verma,Australia,Oceania,Face Sheet Masks,RETAIL,415,21.82,9056.95
ORD-10341,2022-01-02,Sophia Nair,USA,north america,ANTI-AGING SERUM,Retail,377,33.29,12551.57
ORD-10190,2022-04-02,  Isabella Roy  ,  USA  ,North America,Hair Repair Oil,Online,485,33.7,16343.94
ORD-10455,2022-08-25,  Sophia Nair  ,New Zealand,Oceania,SPF 50 Sunscreen,Distributor,227,38.57,8756.31
ORD-10442,2022-03-22,liam patel,UK,Europe,Rose Water Toner,retail,426,40.25,17146.06
ORD-10249,2022-03-19,Sophia Nair,India,asia,  Anti-Aging Serum  ,Retail,441,23.75,10473.97
ORD-10039,20/03/2022,Mason Kapoor,australia,Oceania,,online,,26.87,13379.16
ORD-10243,2022-08-25,Liam Patel,New Zealand,Oceania,Charcoal Face Wash,Distributor,161,31.25,5031.06
ORD-10354,2022-03-20,Lucas Verma,Australia,Oceania,Hair Repair Oil,Retail,269,42.17,"$11,343.37"
ORD-10461,2022-06-18,,Canada,north america,Hydrating Face Serum,RETAIL,172,54.06,9298.09
ORD-10139,2022-01-27,Olivia D'Souza,usa,North America,Hair Repair Oil,Online,499,15.68,7825.06
ORD-10023,2022-05-14,Sophia Nair,UK,  Europe  ,aloe vera gel,Online,358,45.86,16418.97
ORD-10160,01/05/2022,Olivia D'Souza,  New Zealand  ,Oceania,LIP BALM PACK,retail,364,27.73,10095.38
ORD-10026,2022-07-22,OLIVIA D'SOUZA,USA,North America,Tea Tree Moisturizer,Wholesale,74,16.15,1194.96
ORD-10184,2022-03-28,Liam Patel,India,ASIA,vitamin c cream,,189,15.6,2948.69
ORD-10241,2022-01-06,Ananya Gupta,Australia,Oceania,Aloe Vera Gel,Retail,286,14.54,4158.5
ORD-10014,2022-07-26,Lucas Verma,New Zealand,  Oceania  ,Aloe Vera Gel,Retail,79,11.69,923.46
ORD-10146,2022-02-26,Lucas Verma,usa,North America,  Body Butter Cream  ,Online,440,37.39,16452.13
ORD-10417,"June 18, 2022",Ethan Reddy,india,ASIA,TEA TREE MOISTURIZER,,325,35.36,11492.19
ORD-10390,2022-07-14,Ethan Reddy,india,Asia,Tea Tree Moisturizer,retail,363,22.77,8264.6
ORD-10315,2022-06-27,Olivia D'Souza,USA,north america,Anti-Aging Serum,Online,423,27.29,11544.08
ORD-10362,2022-06-11,Ananya Gupta,Australia,oceania,Anti-Aging Serum,Wholesale,273,48.68,"$13,289.99"
ORD-10079,06-29-2022,Noah Mehta,Australia,OCEANIA,Hydrating Face Serum,Wholesale,237,35.51,8416.43
ORD-10321,2022-05-02,Ananya Gupta,New Zealand,Oceania,FACE SHEET MASKS,DISTRIBUTOR,314,37.34,11725.2
ORD-10426,2022-07-17,Ava Sharma,australia,Oceania,face sheet masks,Distributor,126,45.55,5739.23
ORD-90000,2022-08-13,Mason Kapoor,Australia,Oceania,  Vitamin C Cream  ,online,475,33.76,16037.03
ORD-10398,2022-04-29,ISABELLA ROY,UK,EUROPE,ROSE WATER TONER,online,499,12.29,6131.84
ORD-10053,2022-02-02,Ananya Gupta,New Zealand,  Oceania  ,Body Butter Cream,ONLINE,438,37.4,16383.31
ORD-10466,2022-08-26,Olivia D'Souza,Canada,North America,Face Sheet Masks,  Online  ,316,26.87,8489.67
ORD-10035,2022-06-19,Mason Kapoor,New Zealand,Oceania,Rose Water Toner,Online,290,18.57,5384.2
ORD-10335,2022-06-02,Olivia D'Souza,UK,Europe,SALICYLIC ACID CLEANSER,DISTRIBUTOR,282,46.29,13053.64
ORD-10497,2022-07-27,Mason Kapoor,Australia,Oceania,Hair Repair Oil,RETAIL,386,33.11,12778.71
ORD-10377,2022-05-19,Sophia Nair,uk,Europe,under eye cream,Retail,131,24.33,3186.99
ORD-10185,2022-04-19,ethan reddy,Canada,North America,Under Eye Cream,Distributor,463,43.13,19971.42
ORD-10312,2022-07-27,  Ananya Gupta  ,  New Zealand  ,Oceania,NIACINAMIDE TONER,Online,305,43.34,13220.1
ORD-10326,2022-05-04,  Olivia D'Souza  ,australia,  Oceania  ,Under Eye Cream,Retail,491,33.35,16375.54
ORD-10188,2022-02-21,ETHAN REDDY,australia,Oceania,Tea Tree Moisturizer,online,,31.15,7881.92
ORD-10285,2022-04-18,Ethan Reddy,  New Zealand  ,oceania,  Body Butter Cream  ,online,,16.55,5873.54
ORD-10392,2022-05-14,  Ethan Reddy  ,UK,europe,vitamin c cream,online,442,23.04,10184.89
ORD-10388,2022-05-23,Liam Patel,India,Asia,Face Sheet Masks,Distributor,476,36.07,17167.2
ORD-10470,2022-01-29,  Liam Patel  ,  New Zealand  ,  Oceania  ,  Charcoal Face Wash  ,DISTRIBUTOR,27,29.41,793.99
ORD-10166,2022-02-27,NOAH MEHTA,UK,Europe,  Vitamin C Cream  ,Online,215,30.38,6530.73
ORD-10404,2022-07-17,,New Zealand,Oceania,Hydrating Face Serum,  Distributor  ,322,49.63,15981.85
ORD-10299,2022-07-26,Ananya Gupta,  USA  ,North America,anti-aging serum,Retail,400,23.01,9203.38
ORD-10024,2022-01-15,olivia d'souza,new zealand,Oceania,  Vitamin C Cream  ,Retail,226,47.68,10774.83
ORD-10477,2022-03-02,Lucas Verma,Canada,North America,ANTI-AGING SERUM,Retail,250,16.39,4097.8
ORD-10348,2022-07-11,Lucas Verma,  Canada  ,north america,under eye cream,Retail,40,47.63,"$1,905.06"
ORD-10431,2022-04-03,Ethan Reddy,India,Asia,Tea Tree Moisturizer,Distributor,335,27.05,9060.74
ORD-10183,2022-03-19,Ethan Reddy,USA,NORTH AMERICA,Anti-Aging Serum,  Online  ,43,14.81,636.78
ORD-10344,2022-01-06,  Ethan Reddy  ,Australia,oceania,Niacinamide Toner,Retail,69,23.44,1617.05
ORD-10042,2022-01-09,mason kapoor,uk,  Europe  ,lip balm pack,distributor,103,29.53,3041.08
ORD-10357,2022-07-31,sophia nair,Canada,  North America  ,hair repair oil,Distributor,133,37.79,5025.69
ORD-10237,2022-01-20,  Noah Mehta  ,USA,north america,Tea Tree Moisturizer,DISTRIBUTOR,0,31.18,14282.35
ORD-10439,2022-06-20,Mason Kapoor,Canada,north america,Salicylic Acid Cleanser,Distributor,156,27.18,4240.74
ORD-10351,"February 10, 2022",  Olivia D'Souza  ,uk,Europe,Vitamin C Cream,Online,409,49.34,20181.0
ORD-10076,2022-07-09,Noah Mehta,  Canada  ,North America,face sheet masks,Retail,285,46.3,13195.0
ORD-10032,2022-07-10,  Mason Kapoor  ,UK,Europe,Body Butter Cream,distributor,340,37.9,12885.94
ORD-10350,2022-04-19,Isabella Roy,UK,europe,TEA TREE MOISTURIZER,Wholesale,236,32.54,7678.26
ORD-10046,2022-03-31,ananya gupta,India,asia,Rose Water Toner,Wholesale,102,24.74,2523.86
ORD-10475,2022-08-01,Noah Mehta,UK,Europe,lip balm pack,Distributor,114,22.51,2566.51
ORD-10109,2022-03-30,,Australia,OCEANIA,Face Sheet Masks,  Online  ,401,45.0,18046.13
ORD-10106,2022-02-08,liam patel,usa,North America,Hydrating Face Serum,Retail,295,15.13,4463.32
ORD-10150,2022-03-01,  Ananya Gupta  ,CANADA,North America,Salicylic Acid Cleanser,Retail,197,28.93,5699.19
ORD-10030,2022-01-13,mason kapoor,uk,Europe,under eye cream,Retail,57,24.47,1394.62
ORD-10182,2022-05-29,Olivia D'Souza,UK,europe,  Tea Tree Moisturizer  ,Online,164,30.59,5016.53
ORD-10110,2022-05-18,Mason Kapoor,  USA  ,North America,ALOE VERA GEL,Retail,46,18.89,868.92
ORD-10420,2022-06-16,LUCAS VERMA,USA,North America,  Tea Tree Moisturizer  ,online,345,17.13,5909.34
ORD-10123,2022-05-18,Liam Patel,India,ASIA,FACE SHEET MASKS,online,354,42.76,15136.25
ORD-10479,2022-04-27,Ananya Gupta,  New Zealand  ,Oceania,Hydrating Face Serum,Online,157,28.1,4412.34
ORD-10105,08-06-2022,Olivia D'Souza,uk,Europe,Aloe Vera Gel,retail,471,14.12,$-100.00
ORD-10061,2022-04-08,NOAH MEHTA,New Zealand,  Oceania  ,body butter cream,  Online  ,331,32.36,10711.79
ORD-10147,2022-07-02,Noah Mehta,INDIA,  Asia  ,lip balm pack,Online,306,24.07,7364.22
ORD-10084,2022-02-23,AVA SHARMA,Canada,North America,Hydrating Face Serum,Online,324,32.4,10497.39
ORD-10316,2022-04-23,olivia d'souza,USA,North America,Vitamin C Cream,Retail,297,42.38,12587.78
ORD-10382,2022-03-20,Ava Sharma,New Zealand,Oceania,Niacinamide Toner,Online,15,35.87,538.09
ORD-10423,2022-02-05,Liam Patel,USA,North America,Tea Tree Moisturizer,RETAIL,412,32.89,13550.72
ORD-10440,2022-01-11,ANANYA GUPTA,India,ASIA,  Rose Water Toner  ,Retail,486,14.88,7233.37
ord10228,2022-04-26,Ananya Gupta,NEW ZEALAND,  Oceania  ,HYDRATING FACE SERUM,Online,327,39.91,13049.1
ORD-10499,2022-08-18,Ethan Reddy,INDIA,asia,Anti-Aging Serum,Online,215,35.58,7648.63
ORD-10152,2022-01-01,Sophia Nair,Australia,Oceania,  Hair Repair Oil  ,WHOLESALE,253,39.54,10002.88
ORD-10001,2022-04-30,Lucas Verma,Canada,North America,ALOE VERA GEL,ONLINE,358,22.06,7897.13
ORD-10268,2022-06-26,ANANYA GUPTA,USA,NORTH AMERICA,Face Sheet Masks,wholesale,154,32.62,5022.76
ORD-10451,2022-07-10,Isabella Roy,India,asia,SPF 50 Sunscreen,DISTRIBUTOR,380,18.18,6907.58
ORD-10089,2022-03-25,OLIVIA D'SOUZA,USA,NORTH AMERICA,Aloe Vera Gel,RETAIL,218,23.63,5150.27
ORD-10078,2022-08-30,OLIVIA D'SOUZA,Canada,North America,Salicylic Acid Cleanser,Wholesale,146,41.8,6102.47
ORD-10269,2022-08-18,ANANYA GUPTA,New Zealand,Oceania,Lip Balm Pack,,299,17.56,5250.58
ORD-10418,2022-05-12,Lucas Verma,New Zealand,Oceania,Hair Repair Oil,Retail,28,14.49,405.84
ORD-10124,2022-03-28,Liam Patel,uk,Europe,face sheet masks,RETAIL,31,18.72,580.35
ORD-10298,2022-03-27,sophia nair,India,asia,VITAMIN C CREAM,Online,314,35.98,11297.48
ORD-10370,2022-05-30,Liam Patel,Australia,oceania,  Vitamin C Cream  ,WHOLESALE,371,15.03,5575.62
ord10096,2022-08-17,Lucas Verma,New Zealand,  Oceania  ,salicylic acid cleanser,DISTRIBUTOR,72,22.93,1650.87
ORD-10496,2022-01-13,Ananya Gupta,UK,europe,Aloe Vera Gel,Distributor,30,32.13,963.98
ORD-10012,2022-06-02,Sophia Nair,  USA  ,north america,Face Sheet Masks,distributor,384,,6853.59
ORD-10115,2022-01-28,Lucas Verma,  USA  ,NORTH AMERICA,aloe vera gel,Distributor,126,47.65,6004.2
ORD-10332,2022-07-31,Sophia Nair,Canada ,North America,anti-aging serum,Retail,276,29.69,8194.42
ORD-10429,2022-05-27,SOPHIA NAIR,New Zealand,Oceania,spf 50 sunscreen,Online,139,29.2,4058.97
ORD-10258,2022-04-15,Noah Mehta,usa,North America,Hydrating Face Serum,Online,420,46.29,19443.77
ORD-10220,2022-01-24,noah mehta,USA,North America,UNDER EYE CREAM,Retail,181,17.49,3165.41
ORD-10438,2022-08-09,ISABELLA ROY,New Zealand,Oceania,Face Sheet Masks,Retail,282,23.48,6621.55
ORD-10253,2022-03-30,Lucas Verma,Australia,oceania,Anti-Aging Serum,Retail,357,17.07,6093.04
ORD-10353,2022-08-01,Liam Patel,UK,EUROPE,Face Sheet Masks,,444,42.26,18763.82
ORD-10488,2022-05-03,ANANYA GUPTA,Australia,Oceania,SALICYLIC ACID CLEANSER,Wholesale,44,36.21,1593.18
ORD-10262,01-08-2022,Mason Kapoor,New Zealand,OCEANIA,charcoal face wash,  Wholesale  ,66,39.3,2593.64
ORD-10444,,Noah Mehta,uk,Europe,Under Eye Cream,Retail,163,29.34,4781.76
ORD-10179,2022-01-10,  Lucas Verma  ,USA,North America,,online,115,23.9,2747.98
ORD-10411,2022-03-18,  Ava Sharma  ,Canada,North America,Face Sheet Masks,online,66,34.65,2287.14
ORD-10279,2022-07-22,SOPHIA NAIR,New Zealand,Oceania,Aloe Vera Gel,Retail,476,14.06,6693.75
ORD-10020,2022-05-28,lucas verma,USA,north america,Niacinamide Toner,DISTRIBUTOR,258,20.55,5302.98
ORD-10356,2022-03-17,  Ava Sharma  ,  USA  ,  North America  ,charcoal face wash,WHOLESALE,204,49.37,10071.75
ORD-10170,2022-03-24,LUCAS VERMA,  Canada  ,North America,LIP BALM PACK,distributor,237,19.21,4553.78
ORD-10240,2022-05-04,ANANYA GUPTA,UK,europe,Hydrating Face Serum,distributor,351,30.98,10872.5
ORD-10278,2022-01-25,  Mason Kapoor  ,USA,NORTH AMERICA,rose water toner,RETAIL,317,,8484.94
ORD-10161,2022-03-24,Ava Sharma,USA,north america,  Lip Balm Pack  ,distributor,335,26.57,8901.98
ORD-10074,2022-08-12,Noah Mehta,uk,europe,Body Butter Cream,RETAIL,202,18.82,-100.0
ORD-10018,2022-03-03,Isabella Roy,India,Asia,Aloe Vera Gel,Online,251,40.25,10101.78
ORD-10063,2022-07-25,Ava Sharma,NEW ZEALAND,Oceania,Tea Tree Moisturizer,Retail,454,11.3,5132.41
ORD-10250,2022-07-15,Isabella Roy,Canada,  North America  ,Hair Repair Oil,Retail,33,41.6,1372.66
ord10229,2022-06-29,  Olivia D'Souza  ,INDIA,Asia,body butter cream,Online,21,45.54,956.42
ORD-10239,2022-02-17,Ethan Reddy,Canada,North America,Hydrating Face Serum,Retail,338,16.28,5503.98
ORD-10230,2022-04-15,Ananya Gupta,New Zealand,Oceania,spf 50 sunscreen,Retail,337,16.95,5712.21
ORD-10319,2022-02-18,Olivia D'Souza,New Zealand,oceania,Under Eye Cream,Wholesale,472,35.81,16902.63
ORD-10284,2022-03-24,Ethan Reddy,New Zealand,Oceania,Anti-Aging Serum,retail,436,49.83,21726.67
ord10048,2022-05-27,Liam Patel,New Zealand,Oceania,SPF 50 Sunscreen,Distributor,331,47.15,15606.61
ORD-10251,2022-03-03,ISABELLA ROY,New Zealand,  Oceania  ,SPF 50 Sunscreen,Wholesale,,34.28,
ORD-10080,2022-05-22,isabella roy,Canada,north america,under eye cream,  Retail  ,334,24.6,8215.87
